CardImageURLs:	
GI/B8_-_P.O.T._Tequan_Base_GI.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/GI/B8_-_P.O.T._Tequan_Base_GI.jpg
AT/B8_-_Power_Generation_Complex_AT.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/AT/B8_-_Power_Generation_Complex_AT.jpg
PoM/B8_-_Psy_Control_Base_PoM.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PoM/B8_-_Psy_Control_Base_PoM.jpg
TG/B8_-_Repair_Supply_Base_TG.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/TG/B8_-_Repair_Supply_Base_TG.jpg
PE/B8_-_Shipyard_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/B8_-_Shipyard_PE.jpg
UE/B8_-_Shipyard_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/B8_-_Shipyard_UE.jpg
Pro/B9_-_Custom_Base_-_Planetary_Shield_Pro6.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro/B9_-_Custom_Base_-_Planetary_Shield_Pro6.jpg
PoM/B9_-_Psy_Meditation_Base_PoM.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PoM/B9_-_Psy_Meditation_Base_PoM.jpg
NE/B9_-_Repair_Base_NE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/NE/B9_-_Repair_Base_NE.jpg
UE/B9_-_Repair_Base_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/B9_-_Repair_Base_UE.jpg
PE/B9_-_Starbase_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/B9_-_Starbase_PE.jpg
UE/B9_-_Starbase_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/B9_-_Starbase_UE.jpg
PE/T-B9_-_Vektrean_Asteroid_Starbase_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/T-B9_-_Vektrean_Asteroid_Starbase_PE.jpg
UE/T-B9_-_Vektrean_Asteroid_Starbase_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/T-B9_-_Vektrean_Asteroid_Starbase_UE.jpg
TG/B10_-_Dyson_Sphere_TG.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/TG/B10_-_Dyson_Sphere_TG.jpg
Pro/B10_-_Science_Academy_Pro3.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro/B10_-_Science_Academy_Pro3.jpg
NE/B10_-_Tufor_Operations_Base_NE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/NE/B10_-_Tufor_Operations_Base_NE.jpg
Per/T-B10_-_Vektrean_Asteroid_Flagstar_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/T-B10_-_Vektrean_Asteroid_Flagstar_Per.jpg
PE/C1_-_Bar_Tender_1-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C1_-_Bar_Tender_1-2_PE.jpg
PE/C1_-_Bar_Tender_2-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C1_-_Bar_Tender_2-2_PE.jpg
UE/C1_-_Bar_Tender_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C1_-_Bar_Tender_UE.jpg
CC/C1_-_Barmaid_1-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Barmaid_1-4_CC.jpg
CC/C1_-_Barmaid_2-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Barmaid_2-4_CC.jpg
CC/C1_-_Barmaid_3-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Barmaid_3-4_CC.jpg
CC/C1_-_Barmaid_4-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Barmaid_4-4_CC.jpg
AL/C1_-_Boarding_Party_AL.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/AL/C1_-_Boarding_Party_AL.jpg
BE/C1_-_Boarding_Party_BE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/BE/C1_-_Boarding_Party_BE.jpg
PE/C1_-_Boarding_Party_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C1_-_Boarding_Party_PE.jpg
UE/C1_-_Boarding_Party_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C1_-_Boarding_Party_UE.jpg
GI/C1_-_Cadet_GI.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/GI/C1_-_Cadet_GI.jpg
UE/C1_-_Confidential_Coordinating_First_Chief_Executive_Deputy_Assistant_to_the_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C1_-_Confidential_Coordinating_First_Chief_Executive_Deputy_Assistant_to_the_UE.jpg
PE/C1_-_Confidential_First_Chief_Executive_Deputy_Assistant_to_the_1-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C1_-_Confidential_First_Chief_Executive_Deputy_Assistant_to_the_1-2_PE.jpg
PE/C1_-_Confidential_First_Chief_Executive_Deputy_Assistant_to_the_2-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C1_-_Confidential_First_Chief_Executive_Deputy_Assistant_to_the_2-2_PE.jpg
Per/C1_-_Cook_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C1_-_Cook_Per.jpg
PE/C1_-_Crewman_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C1_-_Crewman_PE.jpg
UE/C1_-_Crewman_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C1_-_Crewman_UE.jpg
Per/C1_-_Cryptologist_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C1_-_Cryptologist_Per.jpg
Per/C1_-_Flight_Attendant_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C1_-_Flight_Attendant_Per.jpg
CC/C1_-_Wanna-be_Game_Designer_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Wanna-be_Game_Designer_CC.jpg
PE/C1_-_Indirigan_Female_1-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C1_-_Indirigan_Female_1-2_PE.jpg
PE/C1_-_Indirigan_Female_2-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C1_-_Indirigan_Female_2-2_PE.jpg
UE/C1_-_Indirigan_Female_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C1_-_Indirigan_Female_UE.jpg
PoM/C1_-_Informant_PoM.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PoM/C1_-_Informant_PoM.jpg
UE/C1_-_Informant_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C1_-_Informant_UE.jpg
TG/C1_-_Janitor_TG.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/TG/C1_-_Janitor_TG.jpg
AT/C1_-_Landing_Signal_Officer_AT.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/AT/C1_-_Landing_Signal_Officer_AT.jpg
GI/C1_-_Leopan_Raiding_Pilot_GI.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/GI/C1_-_Leopan_Raiding_Pilot_GI.jpg
Per/C1_-_Luck_Guy_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C1_-_Luck_Guy_Per.jpg
Pro/C1_-_Opportunistic_Rogue_Pro1.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro/C1_-_Opportunistic_Rogue_Pro1.jpg
CC/C1_-_Pizza_Delivery_Alien_-_P.D.A._1-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Pizza_Delivery_Alien_-_P.D.A._1-4_CC.jpg
CC/C1_-_Pizza_Delivery_Alien_-_P.D.A._2-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Pizza_Delivery_Alien_-_P.D.A._2-4_CC.jpg
CC/C1_-_Pizza_Delivery_Alien_-_P.D.A._3-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Pizza_Delivery_Alien_-_P.D.A._3-4_CC.jpg
CC/C1_-_Pizza_Delivery_Alien_-_P.D.A._4-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Pizza_Delivery_Alien_-_P.D.A._4-4_CC.jpg
Pro/C1_-_Portrait_Artiste_Pro4.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro/C1_-_Portrait_Artiste_Pro4.jpg
CC/C1_-_Sales_Representative_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Sales_Representative_CC.jpg
BE/C1_-_Science_Officer_BE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/BE/C1_-_Science_Officer_BE.jpg
Per/C1_-_Speedy_Delivery_Alien_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C1_-_Speedy_Delivery_Alien_Per.jpg
UE/C1_-_Starving_Artist_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C1_-_Starving_Artist_UE.jpg
Per/C1_-_Street_People_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C1_-_Street_People_Per.jpg
Pro8/C1_-_Suark_Breed_Pro8.gif	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro8/C1_-_Suark_Breed_Pro8.gif
TG/C1_-_Suark_Breed_TG.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/TG/C1_-_Suark_Breed_TG.jpg
CC/C1_-_Super_Model_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Super_Model_CC.jpg
GI/C1_-_Survivalist_GI.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/GI/C1_-_Survivalist_GI.jpg
NE/C1_-_Sysop_NE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/NE/C1_-_Sysop_NE.jpg
UE/C1_-_Sysop_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C1_-_Sysop_UE.jpg
Pir/C1_-_Tax_Collector_Pir.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pir/C1_-_Tax_Collector_Pir.jpg
CC/C1_-_The_Ensign_in_the_Red_Shirt_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_The_Ensign_in_the_Red_Shirt_CC.jpg
AT/C1_-_Tour_Guide_AT.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/AT/C1_-_Tour_Guide_AT.jpg
Pir/C1_-_Transporter_Chief_Pir.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pir/C1_-_Transporter_Chief_Pir.jpg
CC/C1_-_Used_Spaceship_Dealer_-_A.K.A._Bob_1-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Used_Spaceship_Dealer_-_A.K.A._Bob_1-4_CC.jpg
CC/C1_-_Used_Spaceship_Dealer_-_A.K.A._Bob_2-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Used_Spaceship_Dealer_-_A.K.A._Bob_2-4_CC.jpg
CC/C1_-_Used_Spaceship_Dealer_-_A.K.A._Bob_3-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Used_Spaceship_Dealer_-_A.K.A._Bob_3-4_CC.jpg
CC/C1_-_Used_Spaceship_Dealer_-_A.K.A._Bob_4-4_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C1_-_Used_Spaceship_Dealer_-_A.K.A._Bob_4-4_CC.jpg
Per/C1_-_Visionary_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C1_-_Visionary_Per.jpg
Per/C2_-_Bodyguard_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C2_-_Bodyguard_Per.jpg
PE/C2_-_Civilian_Captain_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C2_-_Civilian_Captain_PE.jpg
Pir/C2_-_Civilian_Captain_Pir.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pir/C2_-_Civilian_Captain_Pir.jpg
NE/C2_-_Cyber-Programmer_NE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/NE/C2_-_Cyber-Programmer_NE.jpg
UE/C2_-_Cyber-Programmer_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C2_-_Cyber-Programmer_UE.jpg
AL/C2_-_Doctor_AL.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/AL/C2_-_Doctor_AL.jpg
BE/C2_-_Doctor_BE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/BE/C2_-_Doctor_BE.jpg
PE/C2_-_Doctor_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C2_-_Doctor_PE.jpg
Per/C2_-_Emergency_Maintenance_Team_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C2_-_Emergency_Maintenance_Team_Per.jpg
UE/C2_-_Engineer_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C2_-_Engineer_UE.jpg
PE/C2_-_Ensign_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C2_-_Ensign_PE.jpg
UE/C2_-_Ensign_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C2_-_Ensign_UE.jpg
Pro/C2_-_Entrepreneur_Pro1.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro/C2_-_Entrepreneur_Pro1.jpg
Per/C2_-_Gorilla_Warfare_Specialists_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C2_-_Gorilla_Warfare_Specialists_Per.jpg
PE/C2_-_Helmsman_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C2_-_Helmsman_PE.jpg
UE/C2_-_Helmsman_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C2_-_Helmsman_UE.jpg
GI/C2_-_Leopan_Raiding_Pilot_GI.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/GI/C2_-_Leopan_Raiding_Pilot_GI.jpg
Per/C2_-_Mad_Chemist_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C2_-_Mad_Chemist_Per.jpg
PE/C2_-_Mercenary_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C2_-_Mercenary_PE.jpg
UE/C2_-_Mercenary_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C2_-_Mercenary_UE.jpg
CC/C2_-_Mime_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C2_-_Mime_CC.jpg
PE/C2_-_Ordnance_Officer_1-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C2_-_Ordnance_Officer_1-2_PE.jpg
PE/C2_-_Ordnance_Officer_2-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C2_-_Ordnance_Officer_2-2_PE.jpg
UE/C2_-_Ordnance_Officer_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C2_-_Ordnance_Officer_UE.jpg
Pir/C2_-_Pirate_Engineer_Pir.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pir/C2_-_Pirate_Engineer_Pir.jpg
Per/C2_-_Radioactive_Being_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C2_-_Radioactive_Being_Per.jpg
NE/C2_-_Science_Officer_NE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/NE/C2_-_Science_Officer_NE.jpg
Pro8/C1_-_Suark_Breed_Pro8.gif	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro8/C1_-_Suark_Breed_Pro8.gif
TG/C2_-_Suark_Breed_TG.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/TG/C2_-_Suark_Breed_TG.jpg
Pro/C3_-_Aerospace_Procurement_Officer_Pro5.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro/C3_-_Aerospace_Procurement_Officer_Pro5.jpg
UE/C3_-_Boarding_Party_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C3_-_Boarding_Party_UE.jpg
Per/C3_-_Construction_Team_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C3_-_Construction_Team_Per.jpg
Per/C3_-_Corporate_Employee_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C3_-_Corporate_Employee_Per.jpg
TG/C3_-_Cryogenic_Convict_TG.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/TG/C3_-_Cryogenic_Convict_TG.jpg
AL/C3_-_Engineer_AL.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/AL/C3_-_Engineer_AL.jpg
BE/C3_-_Engineer_BE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/BE/C3_-_Engineer_BE.jpg
PE/C3_-_Engineer_1-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C3_-_Engineer_1-2_PE.jpg
PE/C3_-_Engineer_2-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C3_-_Engineer_2-2_PE.jpg
NE/C3_-_Escaped_Prisoner_NE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/NE/C3_-_Escaped_Prisoner_NE.jpg
UE/C3_-_Escaped_Prisoner_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C3_-_Escaped_Prisoner_UE.jpg
Per/C3_-_Garbage_Man_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C3_-_Garbage_Man_Per.jpg
NE/C3_-_Green_Fighter_Pilot_NE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/NE/C3_-_Green_Fighter_Pilot_NE.jpg
Per/C3_-_Hydroponic_Technician_-_Gardener_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C3_-_Hydroponic_Technician_-_Gardener_Per.jpg
Per/C3_-_Indirigan_Female_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C3_-_Indirigan_Female_Per.jpg
GI/C3_-_Jxar_Gravitic_Engineer_GI.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/GI/C3_-_Jxar_Gravitic_Engineer_GI.jpg
Pir/C3_-_Leopan_Raiding_Party_Pir.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pir/C3_-_Leopan_Raiding_Party_Pir.jpg
NE/C3_-_Media_Personality_NE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/NE/C3_-_Media_Personality_NE.jpg
CC/C3_-_Mime_CC.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/CC/C3_-_Mime_CC.jpg
Pir/C3_-_Mind_Programmer_Pir.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pir/C3_-_Mind_Programmer_Pir.jpg
Per/C3_-_Negotiator_Per.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Per/C3_-_Negotiator_Per.jpg
PE/C3_-_Nurse_1-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C3_-_Nurse_1-2_PE.jpg
PE/C3_-_Nurse_2-2_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C3_-_Nurse_2-2_PE.jpg
UE/C3_-_Nurse_UE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/UE/C3_-_Nurse_UE.jpg
Pir/C3_-_Orbital_Engineer_Pir.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pir/C3_-_Orbital_Engineer_Pir.jpg
PoM/C3_-_Psy_Healer_PoM.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PoM/C3_-_Psy_Healer_PoM.jpg
Pir/C3_-_Rogue_Cop_Pir.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pir/C3_-_Rogue_Cop_Pir.jpg
AL/C3_-_Science_Officer_AL.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/AL/C3_-_Science_Officer_AL.jpg
BE/C3_-_Science_Officer_BE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/BE/C3_-_Science_Officer_BE.jpg
Pro8/C1_-_Suark_Breed_Pro8.gif	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro8/C1_-_Suark_Breed_Pro8.gif
TG/C3_-_Suark_Breed_TG.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/TG/C3_-_Suark_Breed_TG.jpg
PE/C3_-_Technician_PE.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/PE/C3_-_Technician_PE.jpg
Pro/C3_-_Time_Traveling_Arms_Dealer_Pro1.jpg	https://raw.githubusercontent.com/ericbsmith42/LackeyCCG-GalacticEmpires/main/low/sets/setimages/Pro/C3_-_Time_Traveling_Arms_Dealer_Pro1.jpg
