Name	Set	ImageFile	Rarity	Errata 	Type/ST	Title	Reaction	Type	Alt Type	ST	Time ST	Empire	Card tags
C2 Civilian Captain (Pir)	Pir	C2_-_Civilian_Captain_Pir	U		C2	Civilian Captain		C		2		Generic 	[Pir] Uncommon Cards LatestPrint Unique NotABG Nonempire +1_SupplyMult artAprilLee Generic 
C2 Cyber-Programmer (NE)	NE	C2_-_Cyber-Programmer_NE	C		C2	Cyber-Programmer		C		2		 	[NE] Common Cards Reprinted Unique NotABG Nonempire artBenPeck PropCyberMage 
C2 Cyber-Programmer (UE)	UE	C2_-_Cyber-Programmer_UE	C0		C2	Cyber-Programmer		C		2		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire artBenPeck PropCyberMage 
C2 Doctor (AL)	AL	C2_-_Doctor_AL	C		R/C2	Doctor	R/	C		2		 	[AL] Common Cards Reprinted Dupe Nonempire PropDoctorScience 01_ResearchPoint artLeslieRigley  
C2 Doctor (BE)	BE	C2_-_Doctor_BE	C		R/C2	Doctor	R/	C		2		 	[BE] Common Cards Reprinted Unique Nonempire PropDoctorScience 01_ResearchPoint artLeslieRigley  
C2 Doctor (PE)	PE	C2_-_Doctor_PE	CA	Errata 	R/C2	Doctor	R/	C		2		 	[PE] CommonA Cards LatestPrint Unique NotABG Nonempire PropDoctorScience 01_ResearchPoint artLeslieRigley Errata  
C2 Emergency Maintenance Team - Emer. Maintenance Team' (Per)	Per	C2_-_Emergency_Maintenance_Team_Per	U		R/C2	Emergency Maintenance Team - Emer. Maintenance Team'	R/	C		2		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire 01_RepairPoint artDavidA.Cherry  
C2 Engineer (UE)	UE	C2_-_Engineer_UE	U0		C2	Engineer		C		2		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire 01_EnergyPoint +1_EnergyMult artJohnHolland PropAdaptedTech 
C2 Ensign (PE)	PE	C2_-_Ensign_PE	U		C2	Ensign		C		2		 	[PE] Uncommon Cards Reprinted Unique NotABG Nonempire +1_EnergyMult artNeNeTinaA.Thomas  
C2 Ensign (UE)	UE	C2_-_Ensign_UE	U0		C2	Ensign		C		2		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire +1_EnergyMult artNeNeTinaA.Thomas  
C2 Entrepreneur (Pro)	Pro1	C2_-_Entrepreneur_Pro1	Pro1		C2	Entrepreneur		C		2		 	[Pro1] Cards LatestPrint Unique NotABG PropResourceHoser Nonempire distComboMagazine artEdwardP.BeardJr.  
C2 Gorilla Warfare Specialists (Per)	Per	C2_-_Gorilla_Warfare_Specialists_Per	U		R/C2	Gorilla Warfare Specialists	R/	C		2		 	[Per] Uncommon Cards LatestPrint Unique NotABG PropBoarding Nonempire artArmandCabrera  
C2 Helmsman (PE)	PE	C2_-_Helmsman_PE	CB		C2	Helmsman		C		2		 	[PE] CommonB Cards Reprinted Unique NotABG Nonempire +X_EconomyMult artMelissaA.Benson  
C2 Helmsman (UE)	UE	C2_-_Helmsman_UE	C0		C2	Helmsman		C		2		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire +X_EconomyMult artMelissaA.Benson  
C2 Leopan Raiding Pilot (GI)	GI	C2_-_Leopan_Raiding_Pilot_GI	V0		C2	Leopan Raiding Pilot		C		2		Leopan 	[GI] Veryrare0 Cards LatestPrint Unique NotABG MajorEmpire PropResourceHoser PropBoarding artAlanClark Leopan 
C2 Mad Chemist (Per)	Per	C2_-_Mad_Chemist_Per	U		C2	Mad Chemist		C		2		 	[Per] Uncommon Cards LatestPrint Unique NotABG Persona PropRetrievecard Nonempire artLissanneLake  
C2 Mercenary (PE)	PE	C2_-_Mercenary_PE	CB		C2	Mercenary		C		2		Vektrean 	[PE] CommonB Cards Reprinted Unique NotABG MinorEmpire PropBoarding PropRemoveFromPlay Nonempire artDouglasShuler Vektrean 
C2 Mercenary (UE)	UE	C2_-_Mercenary_UE	C0		C2	Mercenary		C		2		Vektrean 	[UE] Common0 Cards LatestPrint Unique NotABG MinorEmpire PropBoarding PropRemoveFromPlay Nonempire artDouglasShuler Vektrean 
C2 Mime (CC)	CC	C2_-_Mime_CC	U		C2	Mime		C		2		 	[CC] Uncommon Cards LatestPrint Unique NotABG PropMime Nonempire artRobertA.Kraus  
C2 Ordnance Officer (PE)	PE	C2_-_Ordnance_Officer_2-2_PE	U		C2	Ordnance Officer		C		2		 	[PE] Uncommon Cards Reprinted Unique NotABG Nonempire PEdupe 01_AmmoPoint artNivard  
C2 Ordnance Officer (UE)	UE	C2_-_Ordnance_Officer_UE	U0		C2	Ordnance Officer		C		2		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire 01_AmmoPoint artNivard  
C2 Pirate Engineer (Pir)	Pir	C2_-_Pirate_Engineer_Pir	U		C2	Pirate Engineer		C		2		 	[Pir] Uncommon Cards LatestPrint Unique NotABG PropPirate Nonempire artScottWerner  
C2 Radioactive Being (Per)	Per	C2_-_Radioactive_Being_Per	U		C2	Radioactive Being		C		2		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire +1_AmmoMult artRobertA.Kraus  
C2 Science Officer (NE)	NE	C2_-_Science_Officer_NE	C		R/C2	Science Officer	R/	C		2		 	[NE] Common Cards LatestPrint Unique NotABG Nonempire PropDoctorScience 01_ResearchPoint artSusanVanCamp  
C2 Suark Breed (TG)	TG	C2_-_Suark_Breed_TG	U	Note 	C2	Suark Breed		C		2		 	[TG] Uncommon Cards LatestPrint Unique NotABG PropPlaycard PropSuark Nonempire artRobertA.Kraus Note  
C3 Aerospace Procurement Officer (Pro)	Pro5	C3_-_Aerospace_Procurement_Officer_Pro5	Pro5		C3	Aerospace Procurement Officer		C		3		 	[Pro5] Cards LatestPrint Unique NotABG PropPlaycard Nonempire ShipClassCarrier distDavidVanCleef artDavidLeeAnderson  
C3 Boarding Party (UE)	UE	C3_-_Boarding_Party_UE	U0		C3	Boarding Party		C		3		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG PropBoarding PropRemoveFromPlay Nonempire artJohnHolland  
C3 Construction Team (Per)	Per	C3_-_Construction_Team_Per	U		C3	Construction Team		C		3		 	[Per] Uncommon Cards LatestPrint Unique NotABG PropRetrievecard Nonempire artRobertA.Kraus  
C3 Corporate Employee (Per)	Per	C3_-_Corporate_Employee_Per	U		C3	Corporate Employee		C		3		Corporate 	[Per] Uncommon Cards LatestPrint Unique NotABG MajorEmpire artRobertA.Kraus Corporate 
C3 Cryogenic Convict (TG)	TG	C3_-_Cryogenic_Convict_TG	U	Errata 	C3	Cryogenic Convict		C		3		 	[TG] Uncommon Cards LatestPrint Unique NotABG PropResourceHoser Nonempire artMarkPoole Errata  
C3 Engineer (AL)	AL	C3_-_Engineer_AL	R		C3	Engineer		C		3		 	[AL] Rare Cards Reprinted Unique Nonempire 01_EnergyPoint +1_EnergyMult x2_RepairMult artRyanGable PropAdaptedTech 
C3 Engineer (BE)	BE	C3_-_Engineer_BE	R		C3	Engineer		C		3		 	[BE] Rare Cards Reprinted Unique Nonempire 01_EnergyPoint +1_EnergyMult x2_RepairMult artRyanGable PropAdaptedTech 
C3 Engineer (PE)	PE	C3_-_Engineer_2-2_PE	R		C3	Engineer		C		3		 	[PE] Rare Cards LatestPrint Unique NotABG Nonempire PEdupe 01_EnergyPoint +1_EnergyMult x2_RepairMult artRyanGable PropAdaptedTech 
C3 Escaped Prisoner (NE)	NE	C3_-_Escaped_Prisoner_NE	U		C3	Escaped Prisoner		C		3		 	[NE] Uncommon Cards Reprinted Unique NotABG Nonempire artDouglasShuler  
C3 Escaped Prisoner (UE)	UE	C3_-_Escaped_Prisoner_UE	U0		C3	Escaped Prisoner		C		3		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artDouglasShuler  
C3 Garbage Man (Per)	Per	C3_-_Garbage_Man_Per	U		C3	Garbage Man		C		3		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire +X_EconomyMult -X_SupplyMult artRobertA.Kraus  
C3 Green Fighter Pilot (NE)	NE	C3_-_Green_Fighter_Pilot_NE	C		C3	Green Fighter Pilot		C		3		 	[NE] Common Cards LatestPrint Unique NotABG Nonempire artDouglasShuler PropShuttle 
C3 Hydroponic Technician - Gardener (Per)	Per	C3_-_Hydroponic_Technician_-_Gardener_Per	U		C3	Hydroponic Technician - Gardener		C		3		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire 02_SupplyPoints +X_SupplyMult artRandyTarkasHoar  
C3 Indirigan Female (Per)	Per	C3_-_Indirigan_Female_Per	V		C3	Indirigan Female		C		3		Indirigans IndiriganCards IndiriganFemale 	[Per] Veryrare Cards LatestPrint Unique NotABG MinorEmpire artRandyTarkasHoar Indirigans IndiriganCards IndiriganFemale 
C3 J'xar Gravitic Engineer (GI)	GI	C3_-_Jxar_Gravitic_Engineer_GI	V0		C3	J'xar Gravitic Engineer		C		3		Jxar 	[GI] Veryrare0 Cards LatestPrint Unique NotABG MajorEmpire artLissanneLake Jxar 
C3 Leopan Raiding Party (Pir)	Pir	C3_-_Leopan_Raiding_Party_Pir	U		C3	Leopan Raiding Party		C		3		Leopan 	[Pir] Uncommon Cards LatestPrint Unique NotABG MajorEmpire PropBoarding artDavidA.Cherry Leopan 
C3 Media Personality (NE)	NE	C3_-_Media_Personality_NE	C		C3	Media Personality		C		3		 	[NE] Common Cards LatestPrint Unique NotABG Nonempire artNeNeTinaA.Thomas  
C3 Mime (CC)	CC	C3_-_Mime_CC	U		C3	Mime		C		3		 	[CC] Uncommon Cards LatestPrint Unique NotABG PropMime Nonempire artRobertA.Kraus  
C3 Mind Programmer (Pir)	Pir	C3_-_Mind_Programmer_Pir	U		C3	Mind Programmer		C		3		 	[Pir] Uncommon Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artAlanRabinowitz  
C3 Negotiator (Per)	Per	C3_-_Negotiator_Per	U		C3	Negotiator		C		3		 	[Per] Uncommon Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artArmandCabrera  
C3 Nurse (PE)	PE	C3_-_Nurse_2-2_PE	U		C3	Nurse		C		3		 	[PE] Uncommon Cards Reprinted Unique NotABG Nonempire PropDoctorScience PEdupe 01_ResearchPoint artNeNeTinaA.Thomas  
C3 Nurse (UE)	UE	C3_-_Nurse_UE	U0		C3	Nurse		C		3		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire PropDoctorScience 01_ResearchPoint artNeNeTinaA.Thomas  
C3 Orbital Engineer (Pir)	Pir	C3_-_Orbital_Engineer_Pir	V		C3	Orbital Engineer		C		3		 	[Pir] Veryrare Cards LatestPrint Unique NotABG Nonempire artLissanneLake  
C3 Psy Healer (PoM)	PoM	C3_-_Psy_Healer_PoM	U		C3	Psy Healer		C		3		Psycanti Visonic 	[PoM] Uncommon Cards LatestPrint Unique NotABG MajorEmpire 02_PhealingPoints artChristinaWald Psycanti Visonic 
C3 Rogue Cop (Pir)	Pir	C3_-_Rogue_Cop_Pir	U		C3	Rogue Cop		C		3		 	[Pir] Uncommon Cards LatestPrint Unique NotABG PropResourceHoser Nonempire PropBoarding artLissanneLake  
C3 Science Officer (AL)	AL	C3_-_Science_Officer_AL	R		R/C3	Science Officer	R/	C		3		 	[AL] Rare Cards Reprinted Dupe Nonempire PropDoctorScience 01_ResearchPoint artRyanGable PropAdaptedTech 
C3 Science Officer (BE)	BE	C3_-_Science_Officer_BE	R		R/C3	Science Officer	R/	C		3		 	[BE] Rare Cards LatestPrint Unique Nonempire PropDoctorScience 01_ResearchPoint artRyanGable PropAdaptedTech 
C3 Suark Breed (TG)	TG	C3_-_Suark_Breed_TG	R2	Note 	C3	Suark Breed		C		3		 	[TG] Rare2 Cards LatestPrint Unique NotABG PropPlaycard PropSuark Nonempire artRobertA.Kraus Note  
C3 Technician (PE)	PE	C3_-_Technician_PE	CA		C3	Technician		C		3		 	[PE] CommonA Cards LatestPrint Unique NotABG Nonempire 01_EnergyPoint 01_ResearchPoint 01_RepairPoint artPaulProfHerbert  
C3 Time Traveling Arms Dealer (Pro)	Pro1	C3_-_Time_Traveling_Arms_Dealer_Pro1	Pro1		C3	Time Traveling Arms Dealer		C		3		  	[Pro1] Cards LatestPrint Unique NotABG PropNonempire distConjureMagazine +X_AmmoMult artEdwardP.BeardJr.  PropTimeCard 
C4 Avarian Mechanic (Pro)	Pro5	C4_-_Avarian_Mechanic_Pro5	Pro5		R/C4	Avarian Mechanic	R/	C		4		BattleBird 	[Pro5] Cards LatestPrint Unique NotABG Nonempire distSilverEagleWargameSupplies 02_RepairPoints artDavidA.Cherry BattleBird 
C4 Base Engineer (GI)	GI	C4_-_Base_Engineer_GI	U0		C4	Base Engineer		C		4		 	[GI] Uncommon0 Cards LatestPrint Unique NotABG Nonempire 01_SupplyPoint 01_EnergyPoint +X_SupplyMult +X_EnergyMult artDavidLeeAnderson  
C4 Boarding Party (PE)	PE	C4_-_Boarding_Party_PE	R		C4	Boarding Party		C		4		 	[PE] Rare Cards Reprinted Unique NotABG PropBoarding PropRemoveFromPlay Nonempire artNeNeTinaA.Thomas  
C4 Boarding Party (UE)	UE	C4_-_Boarding_Party_UE	R0		C4	Boarding Party		C		4		 	[UE] Rare0 Cards LatestPrint Unique NotABG PropBoarding PropRemoveFromPlay Nonempire artNeNeTinaA.Thomas  
C4 Bounty Hunter (PE)	PE	C4_-_Bounty_Hunter_PE	U		C4	Bounty Hunter		C		4		 	[PE] Uncommon Cards Reprinted Unique NotABG Nonempire PropBoarding 02_EconomyCosts artRobertA.Kraus  
C4 Bounty Hunter (UE)	UE	C4_-_Bounty_Hunter_UE	U0		C4	Bounty Hunter		C		4		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire PropBoarding 02_EconomyCosts artRobertA.Kraus  
C4 Buccaneer (Pir)	Pir	C4_-_Buccaneer_Pir	V		C4	Buccaneer		C		4		 	[Pir] Veryrare Cards LatestPrint Unique NotABG Nonempire artJimPavelec  
C4 Chef (Per)	Per	C4_-_Chef_Per	U		C4	Chef		C		4		 	[Per] Uncommon Cards LatestPrint Unique NotABG Nonempire 03_SupplyPointss artRobertA.Kraus  
C4 Communications Officer (BE)	BE	C4_-_Communications_Officer_BE	U		C4	Communications Officer		C		4		 	[BE] Uncommon Cards LatestPrint Unique PropTopdeck Nonempire 01_CommandPoint artLeslieRigley  
C4 Corrupt Politician (PE)	PE	C4_-_Corrupt_Politician_PE	U	Errata 	C4	Corrupt Politician		C		4		 	[PE] Uncommon Cards Reprinted Unique NotABG Nonempire artBenPeck Errata  
C4 Corrupt Politician (UE)	UE	C4_-_Corrupt_Politician_UE	U0	Errata 	C4	Corrupt Politician		C		4		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artBenPeck Errata  
C4 Cyber Mage (NE)	NE	C4_-_Cyber_Mage_NE	C		C4	Cyber Mage		C		4		 	[NE] Common Cards Reprinted Unique NotABG PropDrawcard PropPlaycard Nonempire artNivard PropCyberMage 
C4 Cyber Mage (UE)	UE	C4_-_Cyber_Mage_UE	R0		C4	Cyber Mage		C		4		 	[UE] Rare0 Cards LatestPrint Unique NotABG PropDrawcard PropPlaycard Nonempire artNivard PropCyberMage 
C4 Cybersist (TG)	TG	C4_-_Cybersist_TG	U		C4	Cybersist		C		4		 	[TG] Uncommon Cards LatestPrint Unique NotABG Nonempire artDouglasChaffee  
C4 Deck Crew (AT)	AT	C4_-_Deck_Crew_AT	R		C4	Deck Crew		C		4		 	[AT] Rare Cards LatestPrint Unique NotABG ShipClassCarrier Nonempire artjael  
C4 Engineering Corps (Pro)	Pro1	C4_-_Engineering_Corps_Pro1	Pro1		R/C4	Engineering Corps	R/	C		4		 	[Pro1] Cards LatestPrint Unique NotABG Nonempire distShadisMagazine 02_RepairPoints artRonRousselleII  
C4 Fighter Pilot (AL)	AL	C4_-_Fighter_Pilot_AL	V		C4	Fighter Pilot		C		4		 	[AL] Veryrare Cards Reprinted Dupe Nonempire artGaryA.Kalin PropShuttle 
C4 Fighter Pilot (BE)	BE	C4_-_Fighter_Pilot_BE	V		C4	Fighter Pilot		C		4		 	[BE] Veryrare Cards Reprinted Unique Nonempire artGaryA.Kalin PropShuttle 
C4 Fighter Pilot (PE)	PE	C4_-_Fighter_Pilot_PE	V2		C4	Fighter Pilot		C		4		 	[PE] Veryrare2 Cards LatestPrint Unique NotABG Nonempire artGaryA.Kalin PropShuttle 
C4 Intelligence Officer (NE)	NE	C4_-_Intelligence_Officer_NE	U		C4	Intelligence Officer		C		4		 	[NE] Uncommon Cards LatestPrint Unique NotABG PropScoutcard Nonempire ShipClassSpyship artSusanVanCamp  
C4 Intergalactic Terrorist (GI)	GI	C4_-_Intergalactic_Terrorist_GI	U0		C4	Intergalactic Terrorist		C		4		 	[GI] Uncommon0 Cards LatestPrint Unique NotABG Nonempire PropBoarding artDavidLeeAnderson  
C4 Invasion Force (TG)	TG	C4_-_Invasion_Force_TG	U		C4	Invasion Force		C		4		 	[TG] Uncommon Cards LatestPrint Unique NotABG PropResourceHoser Nonempire PropBoarding artJohnD.Matson  
C4 Lieutenant (NE)	NE	C4_-_Lieutenant_NE	U		C4	Lieutenant		C		4		 	[NE] Uncommon Cards Reprinted Unique NotABG Nonempire 01_CommandPoint artLawrenceAllenWilliams  
C4 Lieutenant (UE)	UE	C4_-_Lieutenant_UE	U0		C4	Lieutenant		C		4		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire 01_CommandPoint artLawrenceAllenWilliams  
C4 Mad Scientist (CC)	CC	C4_-_Mad_Scientist_CC	U		C4	Mad Scientist		C		4		 	[CC] Uncommon Cards LatestPrint Unique NotABG Persona PropRetrievecard Nonempire 03_ResearchPointss artRobertA.Kraus  
C4 Marine (AL)	AL	C4_-_Marine_AL	U		R/C4	Marine	R/	C		4		 	[AL] Uncommon Cards Reprinted Unique PropBoarding PropRemoveFromPlay Nonempire Marine artRyanGable  
C4 Marine (BE)	BE	C4_-_Marine_BE	U		R/C4	Marine	R/	C		4		 	[BE] Uncommon Cards Reprinted Unique PropBoarding PropRemoveFromPlay Nonempire Marine artJohnD.Matson  
C4 Marine (PE)	PE	C4_-_Marine_PE	U		R/C4	Marine	R/	C		4		 	[PE] Uncommon Cards Reprinted Unique NotABG PropBoarding PropRemoveFromPlay Nonempire Marine artJohnD.Matson  
C4 Marine (UE)	UE	C4_-_Marine_UE	U0		R/C4	Marine	R/	C		4		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG PropBoarding PropRemoveFromPlay Nonempire Marine artJohnD.Matson  
C4 Navigator (PE)	PE	C4_-_Navigator_PE	R		C4	Navigator		C		4		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire artMelissaA.Benson  
C4 Navigator (UE)	UE	C4_-_Navigator_UE	R0		C4	Navigator		C		4		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire artMelissaA.Benson  
C4 Night Club Comedian [1/4] (CC)	CC	C4_-_Night_Club_Comedian_1-4_CC	V		C4	Night Club Comedian		C		4		ComedyClub 	[CC] Veryrare Cards LatestPrint Unique NotABG MajorEmpire PropResourceHoser PropAnti CCdupe artPatMorrissey ComedyClub 
C4 Night Club Comedian [2/4] (CC)	CC	C4_-_Night_Club_Comedian_2-4_CC	V		C4	Night Club Comedian		C		4		ComedyClub 	[CC] Veryrare Cards LatestPrint Dupe NotABG MajorEmpire PropResourceHoser PropAnti CCdupe artPatMorrissey ComedyClub 
C4 Night Club Comedian [3/4] (CC)	CC	C4_-_Night_Club_Comedian_3-4_CC	V		C4	Night Club Comedian		C		4		ComedyClub 	[CC] Veryrare Cards LatestPrint Dupe NotABG MajorEmpire PropResourceHoser PropAnti CCdupe artPatMorrissey ComedyClub 
C4 Night Club Comedian [4/4] (CC)	CC	C4_-_Night_Club_Comedian_4-4_CC	V		C4	Night Club Comedian		C		4		ComedyClub 	[CC] Veryrare Cards LatestPrint Dupe NotABG MajorEmpire PropResourceHoser PropAnti CCdupe artPatMorrissey ComedyClub 
C4 Pioneer (Per)	Per	C4_-_Pioneer_Per	V		C4	Pioneer		C		4		 	[Per] Veryrare Cards LatestPrint Unique NotABG Nonempire 03_SupplyPointss artN.TaylorBlanchard  
C4 Pirate Captain (PE)	PE	C4_-_Pirate_Captain_2-2_PE	R		C4	Pirate Captain		C		4		Bolaar 	[PE] Rare Cards Reprinted Unique NotABG MinorEmpire PropPirate Nonempire PEdupe 01_EconomyCost artNeNeTinaA.Thomas Bolaar 
C4 Pirate Captain (Pir)	Pir	C4_-_Pirate_Captain_Pir	V		C4	Pirate Captain		C		4		Bolaar 	[Pir] Veryrare Cards LatestPrint Unique NotABG MinorEmpire PropPirate Nonempire 01_EconomyCost artNeNeTinaA.Thomas Bolaar 
C4 Science Officer (UE)	UE	C4_-_Science_Officer_UE	C0		R/C4	Science Officer	R/	C		4		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire PropDoctorScience 01_ResearchPoint artPaulProfHerbert  
C4 Secret Service Alien (GI)	GI	C4_-_Secret_Service_Alien_GI	U0		C4	Secret Service Alien		C		4		 	[GI] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artDavidLeeAnderson  
C4 Security Officer (PE)	PE	C4_-_Security_Officer_PE	CB		R/C4	Security Officer	R/	C		4		 	[PE] CommonB Cards Reprinted Unique NotABG PropBoarding Nonempire artMelissaA.Benson  
C4 Security Officer (UE)	UE	C4_-_Security_Officer_UE	U0		R/C4	Security Officer	R/	C		4		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG PropBoarding Nonempire artMelissaA.Benson  
C4 Soldier of Fortune (GI)	GI	C4_-_Soldier_of_Fortune_GI	U0		C4	Soldier of Fortune		C		4		 	[GI] Uncommon0 Cards LatestPrint Unique NotABG Nonempire artDavidLeeAnderson  
C4 Spiritual Leader (PE)	PE	C4_-_Spiritual_Leader_2-2_PE	R		C4	Spiritual Leader		C		4		 	[PE] Rare Cards Reprinted Unique NotABG Nonempire PEdupe 01_ResearchPoint artAprilLee  
C4 Spiritual Leader (UE)	UE	C4_-_Spiritual_Leader_UE	R0		C4	Spiritual Leader		C		4		 	[UE] Rare0 Cards LatestPrint Unique NotABG Nonempire 01_ResearchPoint artAprilLee  
C4 Spy (Pir)	Pir	C4_-_Spy_Pir	U		R/C4	Spy	R/	C		4		 	[Pir] Uncommon Cards LatestPrint Unique NotABG ShipClassSpyship PropScoutcard Nonempire 01_ResearchPoint artN.TaylorBlanchard  
C4 Suark Breed (TG)	TG	C4_-_Suark_Breed_TG	R2	Note 	C4	Suark Breed		C		4		 	[TG] Rare2 Cards LatestPrint Unique NotABG PropPlaycard PropSuark Nonempire artRobertA.Kraus Note  
C4 Super Genius (Pro)	Pro4	C4_-_Super_Genius_Pro4	Pro4		C4	Super Genius		C		4		 	[Pro4] Cards LatestPrint Unique NotABG Persona Nonempire distDaysofKnights x2_ResearchMult artRobertA.Kraus PropAdaptedTech 
C4 Teamster (NE)	NE	C4_-_Teamster_NE	C		C4	Teamster		C		4		 	[NE] Common Cards Reprinted Unique NotABG Nonempire 01_SupplyPoint x2_SupplyMult artPaulProfHerbert  
C4 Teamster (UE)	UE	C4_-_Teamster_UE	C0		C4	Teamster		C		4		 	[UE] Common0 Cards LatestPrint Unique NotABG Nonempire 01_SupplyPoint x2_SupplyMult artPaulProfHerbert  
C4 Temporal Mechanic (TG)	TG	C4_-_Temporal_Mechanic_TG	U		C4	Temporal Mechanic		C		4		 	[TG] Uncommon Cards Reprinted Unique NotABG PropDrawcard Nonempire artjael  
C4 Temporal Mechanic (UE)	UE	C4_-_Temporal_Mechanic_UE	V0		C4	Temporal Mechanic		C		4		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG PropDrawcard Nonempire artjael  
C4 The Commodores (CC)	CC	C4_-_The_Commodores_CC	U		C4	The Commodores		C		4		 	[CC] Uncommon Cards LatestPrint Unique NotABG Nonempire x3_EconomyMult artRobertA.Kraus PropChakan 
C4 Trophy Hunter (TG)	TG	C4_-_Trophy_Hunter_TG	U		R/C4	Trophy Hunter	R/	C		4		 	[TG] Uncommon Cards Reprinted Unique NotABG PropRemoveFromPlay Nonempire artJohnD.Matson  
C4 Trophy Hunter (UE)	UE	C4_-_Trophy_Hunter_UE	U0		R/C4	Trophy Hunter	R/	C		4		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG PropRemoveFromPlay Nonempire artJohnD.Matson  
C4 War Veteran (Pro)	Pro0	C4_-_War_Veteran_Pro0	Pro0		C4	War Veteran		C		4		 	[Pro0] Cards LatestPrint Unique NotABG Nonempire PropBoarding distCompanionGames 01_CommandPoint 01_SupplyPoint artMelissaA.Benson  
C5 Alien Technology Expert (AT)	AT	C5_-_Alien_Technology_Expert_AT	U		C5	Alien Technology Expert		C		5		 	[AT] Uncommon Cards LatestPrint Unique NotABG Nonempire artJohnHolland* PropAdaptedTech 
C5 Ambassador (PE)	PE	C5_-_Ambassador_PE	V2		C5	Ambassador		C		5		 	[PE] Veryrare2 Cards Reprinted Unique NotABG Nonempire artRonRousselleII  
C5 Ambassador (UE)	UE	C5_-_Ambassador_UE	V0		C5	Ambassador		C		5		 	[UE] Veryrare0 Cards LatestPrint Unique NotABG Nonempire artRonRousselleII  
C5 Archeologist (Pro)	Pro1	C5_-_Archeologist_Pro1	Pro1		C5	Archeologist		C		5		 	[Pro1] Cards LatestPrint Unique NotABG Nonempire distBerkleyDistributing 03_ResearchPointss artSusanVanCamp  
C5 Captain (UE)	UE	C5_-_Captain_UE	U0		C5	Captain		C		5		 	[UE] Uncommon0 Cards LatestPrint Unique NotABG Nonempire 01_CommandPoint 01_SupplyPoint artDouglasChaffee  
C5 Clan Boss (Pir)	Pir	C5_-_Clan_Boss_Pir	V		C5	Clan Boss		C		5		 	[Pir] Veryrare Cards LatestPrint Unique NotABG PropPirate PropResourceHoser Nonempire artMuttStudios  
C5 Communications Officer (PE)	PE	C5_-_Communications_Officer_PE	U		C5	Communications Officer		C		5		 	[PE] Uncommon Cards LatestPrint Unique NotABG PropTopdeck Nonempire 01_CommandPoint artRandyTarkasHoar  
C5 Cybernetic Engineer (Per)	Per	C5_-_Cybernetic_Engineer_Per	V		C5	Cybernetic Engineer		C		5		 	[Per] Veryrare Cards LatestPrint Unique NotABG Persona PropRetrievecard Nonempire artLissanneLake  
C5 Exogeologist (Pro)	Pro1	C5_-_Exogeologist_Pro1	Pro1		R/C5	Exogeologist	R/	C		5		 	[Pro1] Cards LatestPrint Unique NotABG Nonempire distCantripMagazine artSusanVanCamp  
C5 HQ Repair Team - Headquarter Repair Team (Pro)	Pro4	C5_-_Headquarter_Repair_Team_Pro4	Pro4		C5	HQ Repair Team - Headquarter Repair Team		C		5		 	[Pro4] Cards LatestPrint Unique NotABG Persona Nonempire distNealFeldman 01_CommandCost 01_RepairPoint 1_RepairMult artN.TaylorBlanchard  
C5 Indirigan Female (Pro)	Pro7	C5_-_Indirigan_Female_Pro7	Pro7		C5	Indirigan Female		C		5		Indirigans IndiriganCards IndiriganFemale 	[Pro7] Cards LatestPrint Unique NotABG MinorEmpire distCompanionGames artDavidChow Indirigans IndiriganCards IndiriganFemale 
C5 Indirigan Sub-chieftain - Semitsap (Pro)	Pro6	C5_-_Indirigan_Sub-chieftain_-_Semitsap_Pro6	Pro6		C5	Indirigan Sub-chieftain - Semitsap		C		5		Meerkats Indirigans IndiriganTribe IndiriganChieftain  	[Pro6] Cards LatestPrint Unique NotABG MinorEmpire distPasttimes 02_SupplyPoints artDavidChow Meerkats Indirigans IndiriganTribe IndiriganChieftain PropCyberMage 
